0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
0.27370614796804443,0.10142410559221952,0.06530045154567558,0.0399444251476207,0.048975338659256684,0.03403959708232025,0.032302882945467175,0.014935741576936437,0.029524140326502257,0.03126085446335533,0.022577283779089963,0.014935741576936437,0.015630427231677665,0.01076762764848906,0.2605071205279611,0.023255813953488372,0.046511627906976744,0.11627906976744186,0.27906976744186046,0.7441860465116279,-0.33703198588388117,0.45862618676165673,0.6772194524389097,2.0,6.0,11.0,16.0,26.0,12.541047642932538,9.066302181362195,82.1978352437729,0.0010976702508960566,0.008766233766233767,0.021005001190759705,0.046327312534209124,0.15365079365079362,0.2837708587708587,0.8634920634920634,0.06564407088738607,0.019228418866467145,0.13866657443835245,0.0,0.0005016722408026749,0.005084656084656088,0.013236215538847114,0.025836257309941497,0.06277244986922406,0.08946263271522788,0.1735735735735736,0.025055842235084155,0.0013509465768222937,0.03675522516353687,0.0,205.87768059293387,1600.482323597455,4562.453339504046,10668.17187979371,30536.477823977824,47844.82143589744,95710.46713389353,11741.542217598206,418146373.3339338,20448.627663829517,0.0026492214532871953,0.017313019390581722,0.050726402077753426,0.12144168962350776,0.4275147928994084,0.9999999999999994,1.0,0.15271203500034708,0.060068812541726045,0.2450893970406024,0.03695603970382995,0.0014387633769322248,0.010519395134779758,0.02629656683710738,0.06877763360246061,0.19816857440166497,0.3199673502703805,0.9111570247933878,0.07680537831319827,0.019127510042671478,0.13830224164008145,0.007166438340781997,451.13293992569686,3597.1180113352966,10433.343208262471,26585.094627529405,84566.37784777941,138769.17390196177,285179.2102880674,32130.120924092385,3680266547.697039,60665.2004669649
